episode,train_return,eval_return,epsilon,loss,llm_full_response
1,15.0,9.2,0.9987625,nan,N/A
2,18.0,9.2,0.9972775,nan,N/A
3,41.0,9.2,0.993895,nan,N/A
4,22.0,9.2,0.99208,nan,N/A
5,27.0,9.2,0.9898525,nan,N/A
6,18.0,9.2,0.9883675,nan,N/A
7,11.0,9.2,0.98746,nan,N/A
8,11.0,9.2,0.9865525,nan,N/A
9,39.0,9.2,0.983335,nan,N/A
10,11.0,9.2,0.9824275,nan,N/A
11,15.0,9.2,0.98119,nan,N/A
12,10.0,9.2,0.980365,nan,N/A
13,13.0,9.2,0.9792925,nan,N/A
14,31.0,9.2,0.976735,nan,N/A
15,17.0,9.2,0.9753325,nan,N/A
16,21.0,9.2,0.9736,nan,N/A
17,49.0,9.2,0.9695575,nan,N/A
18,14.0,9.2,0.9684025,nan,N/A
19,13.0,9.2,0.96733,nan,N/A
20,17.0,9.2,0.9659275,nan,N/A
21,23.0,9.2,0.9640299999999999,nan,N/A
22,13.0,9.2,0.9629575,nan,N/A
23,83.0,9.46,0.95611,0.322764044161886,N/A
24,27.0,9.16,0.9538825,0.07677492395871216,N/A
25,12.0,9.2,0.9528925,0.019639191993822653,N/A
26,13.0,9.2,0.95182,0.01767887296871497,N/A
27,12.0,9.2,0.95083,0.015526844887062907,N/A
28,14.0,9.2,0.949675,0.014073788986674376,N/A
29,30.0,9.2,0.9472,0.010911732229093711,N/A
30,21.0,9.16,0.9454675,0.00996873053234248,N/A
31,25.0,9.24,0.943405,0.009259249810129403,N/A
32,13.0,9.2,0.9423325,0.010338390747515054,N/A
33,23.0,9.2,0.940435,0.012116562676332567,N/A
34,24.0,9.2,0.938455,0.013579921156633645,N/A
35,25.0,9.2,0.9363925,0.01626881156116724,N/A
36,18.0,9.2,0.9349075,0.01764160379146536,N/A
37,17.0,9.2,0.933505,0.017648373182643864,N/A
38,15.0,9.2,0.9322675,0.023524740835030873,N/A
39,21.0,9.2,0.930535,0.024003327247642335,N/A
40,14.0,9.24,0.92938,0.02634027972817421,N/A
41,16.0,9.88,0.92806,0.030174372484907508,N/A
42,16.0,9.92,0.92674,0.03339782892726362,N/A
43,12.0,10.42,0.92575,0.027742862546195585,N/A
44,38.0,12.66,0.922615,0.036984633433779605,N/A
45,17.0,11.74,0.9212125,0.03661645280525965,N/A
46,21.0,10.48,0.91948,0.04334522358008793,N/A
47,13.0,11.06,0.9184075,0.037881375648654424,N/A
48,21.0,12.32,0.916675,0.05138704943515006,N/A
49,21.0,12.66,0.9149425,0.05165525916076842,N/A
50,21.0,12.66,0.91321,0.05161751904303119,N/A
51,24.0,13.14,0.91123,0.0577542861768355,N/A
52,13.0,12.06,0.9101575,0.05806832130138691,N/A
53,11.0,13.7,0.90925,0.05588431757959453,N/A
54,14.0,12.66,0.908095,0.05241905152797699,N/A
55,10.0,13.84,0.90727,0.0655920833349228,N/A
56,39.0,13.5,0.9040525,0.06555529263539192,N/A
57,9.0,15.6,0.9033100000000001,0.06672870202196969,N/A
58,26.0,15.66,0.901165,0.07446924023903333,N/A
59,16.0,16.18,0.899845,0.06336315721273422,N/A
60,13.0,19.16,0.8987725,0.08726249878796247,N/A
61,18.0,23.1,0.8972875,0.07647768263187674,N/A
62,10.0,19.0,0.8964624999999999,0.08353623487055302,N/A
63,18.0,31.3,0.8949775,0.08536005020141602,N/A
64,12.0,13.62,0.8939875,0.08420189563184977,N/A
65,23.0,31.36,0.89209,0.09342239084451096,N/A
66,11.0,30.4,0.8911825,0.08258195526220581,N/A
67,12.0,44.52,0.8901924999999999,0.07001297377670805,N/A
68,44.0,37.9,0.8865625,0.09445414133369923,N/A
69,22.0,33.58,0.8847475,0.08883956057781522,N/A
70,20.0,41.66,0.8830975,0.08394061652943492,N/A
71,45.0,66.74,0.879385,0.10897342906230026,N/A
72,32.0,62.1,0.876745,0.11856485111638904,N/A
73,12.0,67.82,0.8757550000000001,0.1018501715734601,N/A
74,14.0,77.98,0.8746,0.09940971553857837,N/A
75,25.0,80.24,0.8725375,0.10847963362932206,N/A
76,18.0,182.34,0.8710525,0.09631098103192118,N/A
77,58.0,93.54,0.8662675,0.11129335230537529,N/A
78,13.0,171.08,0.865195,0.10948719514104036,N/A
79,14.0,88.62,0.86404,0.11313523910939693,N/A
80,15.0,107.36,0.8628025,0.13461988493800164,N/A
81,24.0,99.26,0.8608225,0.11512851171816389,N/A
82,20.0,207.38,0.8591725,0.12593295201659202,N/A
83,33.0,121.68,0.85645,0.1304492609518947,N/A
84,16.0,123.84,0.85513,0.1395963691174984,N/A
85,31.0,111.18,0.8525725,0.13726035096952993,N/A
86,31.0,142.72,0.850015,0.15897561753949813,N/A
87,20.0,146.04,0.848365,0.13770776581950486,N/A
88,43.0,154.02,0.8448175,0.13618113637663598,N/A
89,15.0,164.76,0.84358,0.13215300006171068,N/A
90,39.0,134.76,0.8403625,0.15264289682874313,N/A
91,12.0,195.88,0.8393725,0.15096286684274673,N/A
92,12.0,145.88,0.8383825,0.11544827309747537,N/A
93,83.0,195.9,0.831535,0.13972438840442394,N/A
94,60.0,142.36,0.826585,0.13870669156312943,N/A
95,34.0,201.3,0.82378,0.13247381895780563,N/A
96,13.0,169.6,0.8227074999999999,0.16239168208379012,N/A
97,23.0,165.4,0.82081,0.16752921692703082,N/A
98,49.0,181.12,0.8167675,0.15078451161329842,N/A
99,13.0,163.8,0.8156950000000001,0.19040962652518198,N/A
100,71.0,176.2,0.8098375,0.15263205575166452,N/A
101,18.0,205.92,0.8083525,0.1578683832453357,N/A
102,13.0,157.24,0.80728,0.1445049922913313,N/A
103,22.0,202.86,0.805465,0.17027121934701095,N/A
104,30.0,200.6,0.80299,0.15564534415801365,N/A
105,61.0,194.42,0.7979575,0.17600978074259446,N/A
106,14.0,205.16,0.7968025000000001,0.17661243570702417,N/A
107,15.0,195.0,0.7955650000000001,0.14365551794568698,N/A
108,29.0,204.54,0.7931725000000001,0.16030709342709903,N/A
109,33.0,179.0,0.79045,0.17947060614824295,N/A
110,25.0,191.16,0.7883875,0.19663217037916184,N/A
111,11.0,177.56,0.78748,0.158422820947387,N/A
112,13.0,203.36,0.7864075,0.20712106273724482,N/A
113,13.0,208.36,0.785335,0.1537095197977928,N/A
114,57.0,196.72,0.7806325000000001,0.16941680425876066,N/A
115,73.0,196.4,0.77461,0.17971126658663358,N/A
116,33.0,187.16,0.7718875000000001,0.16051763567057523,N/A
117,124.0,160.66,0.7616575,0.1941938111408343,N/A
118,14.0,192.26,0.7605025,0.20179548114538193,N/A
119,62.0,176.2,0.7553875,0.18729467245359574,N/A
120,112.0,186.34,0.7461475,0.19665553156353002,N/A
121,28.0,180.36,0.7438375,0.193153077869543,N/A
122,23.0,181.3,0.74194,0.16045274018593456,N/A
123,18.0,175.76,0.7404550000000001,0.20800322408063543,N/A
124,76.0,172.16,0.734185,0.20917212075896954,N/A
125,42.0,171.8,0.73072,0.21755367215900195,N/A
126,23.0,169.24,0.7288225,0.18969079009864642,N/A
127,53.0,175.6,0.72445,0.26099667606769866,N/A
128,18.0,173.9,0.7229650000000001,0.24948552168077892,N/A
