episode,train_return,eval_return,epsilon,loss,llm_full_response
1,22.0,9.52,0.998185,nan,N/A
2,16.0,9.52,0.996865,nan,N/A
3,30.0,9.52,0.99439,nan,N/A
4,10.0,9.52,0.993565,nan,N/A
5,66.0,9.52,0.98812,nan,N/A
6,23.0,9.52,0.9862225,nan,N/A
7,43.0,9.52,0.982675,nan,N/A
8,16.0,9.52,0.981355,nan,N/A
9,33.0,9.52,0.9786325,nan,N/A
10,11.0,9.52,0.977725,nan,N/A
11,18.0,9.52,0.97624,nan,N/A
12,36.0,9.52,0.97327,nan,N/A
13,20.0,9.52,0.97162,nan,N/A
14,17.0,9.52,0.9702175,nan,N/A
15,19.0,9.52,0.96865,nan,N/A
16,11.0,9.52,0.9677425,nan,N/A
17,16.0,9.52,0.9664225,nan,N/A
18,13.0,9.52,0.96535,nan,N/A
19,15.0,9.52,0.9641125,nan,N/A
20,37.0,9.52,0.96106,nan,N/A
21,18.0,9.52,0.959575,nan,N/A
22,12.0,9.52,0.958585,0.5194115936756134,N/A
23,11.0,9.12,0.9576775,0.42518849264491687,N/A
24,30.0,9.12,0.9552025,0.20300741419196128,N/A
25,14.0,9.12,0.9540475,0.05450493469834328,N/A
26,13.0,12.16,0.952975,0.02616605993646842,N/A
27,29.0,11.5,0.9505825,0.017556502708587152,N/A
28,16.0,9.48,0.9492625,0.014866698591504246,N/A
29,19.0,9.3,0.947695,0.011509674846341736,N/A
30,30.0,9.78,0.94522,0.00873585200558106,N/A
31,16.0,9.26,0.9439,0.008431279653450474,N/A
32,13.0,9.36,0.9428275,0.010183576189984497,N/A
33,15.0,9.12,0.94159,0.012441835769762596,N/A
34,17.0,9.58,0.9401875,0.012651912539320834,N/A
35,23.0,9.66,0.93829,0.015459517340945162,N/A
36,11.0,9.12,0.9373825,0.017353470352562992,N/A
37,11.0,9.64,0.936475,0.01687729282473976,N/A
38,26.0,9.32,0.93433,0.021358476378596745,N/A
39,21.0,9.26,0.9325975,0.025036336765402838,N/A
40,19.0,9.24,0.93103,0.027922566882089564,N/A
41,17.0,9.3,0.9296275,0.02839682103299043,N/A
42,11.0,9.46,0.92872,0.030835077251223,N/A
43,34.0,9.52,0.925915,0.02612255686236655,N/A
44,10.0,9.64,0.92509,0.03339723087847233,N/A
45,20.0,9.44,0.92344,0.03355192835442722,N/A
46,12.0,9.58,0.92245,0.04102189838886261,N/A
47,19.0,9.46,0.9208825,0.03836806294949431,N/A
48,15.0,9.7,0.919645,0.031670426266888776,N/A
49,18.0,9.52,0.91816,0.0421151131288045,N/A
50,61.0,9.52,0.9131275,0.044951353649624055,N/A
51,9.0,9.52,0.912385,0.04783893066147963,N/A
52,33.0,9.52,0.9096625,0.05487533195903807,N/A
53,11.0,9.52,0.908755,0.05661585656079379,N/A
54,26.0,18.14,0.90661,0.05452050691327223,N/A
55,19.0,9.52,0.9050425,0.0531401482263678,N/A
56,19.0,9.52,0.903475,0.056108596293549785,N/A
57,10.0,9.52,0.90265,0.047800610028207305,N/A
58,13.0,15.5,0.9015775,0.05791876149865297,N/A
59,13.0,18.58,0.900505,0.06143280978386219,N/A
60,60.0,9.52,0.895555,0.061345022761573394,N/A
61,18.0,500.0,0.89407,0.06969124554759926,N/A
