episode,train_return,eval_return,epsilon,loss,llm_full_response
1,-316.21020174832836,-956.4651483812429,0.995644,nan,N/A
2,-82.71126950407228,-956.4651483812429,0.991288,nan,N/A
3,-231.741246892819,-956.4651483812429,0.9880705,nan,N/A
4,-405.36563339366353,-956.4651483812429,0.9836155,nan,N/A
5,-180.8450273158627,-956.4651483812429,0.978616,nan,N/A
6,-100.4863172481101,-956.4651483812429,0.9744085,2.8077509192859424,N/A
7,-384.3126462781608,-680.9275048709267,0.970498,2.3074706166605408,N/A
8,-101.92791872828002,-674.1399987022766,0.966439,1.8583270951015194,N/A
9,-92.06117065489009,-623.5443891729865,0.961093,1.7478046375844214,N/A
10,-143.05828080367564,-208.56374899507327,0.9539155,1.6200259475872434,N/A
11,-138.65499814948276,-193.6790968191371,0.947827,1.613756593407654,N/A
12,-349.3196803916916,-196.51072927911696,0.943273,1.3980098829969116,N/A
13,-339.82104480413864,-175.88267950941852,0.937828,1.5523803282867779,N/A
14,-170.74974321431685,-218.06364550827442,0.9325315,1.4434621857705516,N/A
15,-59.25606000667531,-154.69661877892395,0.9290665,1.2456376603671482,N/A
16,-61.527789152704564,-174.6748129000195,0.9256015,1.2691287010908128,N/A
17,-100.44205506579156,-133.30186757359138,0.9214435,1.358824639270703,N/A
18,-228.9968581443915,-84.3573425050588,0.9175825,1.2300654340248842,N/A
19,-70.81655213846722,-94.84631758760172,0.914662,1.1614801737211518,N/A
20,-87.4475811997729,-99.82638892285387,0.909316,1.3188204536283459,N/A
21,-197.55928271245352,-88.46742488039902,0.904366,1.261465634405613,N/A
22,-177.49886798833688,-99.83056709106238,0.8980795,1.2034827762936045,N/A
23,-187.20203756699811,-89.89714182004265,0.893575,1.3219954415664568,N/A
24,-164.83072484454908,-99.60825890498448,0.887338,1.3958127089436092,N/A
25,-163.41356321107446,-73.61125754127436,0.8831305,1.2754030006773331,N/A
26,-285.9966284086719,-108.49759450733525,0.878725,1.2428685319557617,N/A
27,-101.29751980413117,-75.12137007852802,0.8730325,1.2733896294365759,N/A
28,-104.15493499420703,-78.44523272466193,0.8681815,1.1752359442869011,N/A
29,-82.2753762456421,-66.35813962463902,0.864172,1.3431693547301822,N/A
30,-162.9091006295477,-81.44631128567964,0.8608555,1.209922051696635,N/A
31,-97.3901125403103,-74.89409653037144,0.854668,1.181020313024521,N/A
32,-108.28356885944865,-62.70442956428836,0.8505595,1.305390792797847,N/A
33,-102.06502229011991,-73.24202326460625,0.845263,1.1749992643561318,N/A
34,-106.70617845076957,-82.95133137933655,0.841303,1.1798151988536119,N/A
35,-100.80287806693708,-73.47726441871141,0.8380855,1.264748338323373,N/A
36,-192.27746118878696,-68.49032831535115,0.8335315,1.3027990228779938,N/A
37,-63.82550731198146,-82.13116319949866,0.8266015,1.2669846382524286,N/A
38,-127.02753110060829,-67.57781209109599,0.8216515,1.1906174087524415,N/A
39,-180.96976306217312,-71.98042771011426,0.815068,1.2419933990428322,N/A
40,-100.13119365048846,-98.38763714327459,0.8101674999999999,1.1459509323943744,N/A
41,-34.57436511261754,-82.1276015381867,0.804376,1.186724523575897,"{
  ""policy_type"": ""rules"",
  ""name"": ""policy_ep_1"",
  ""rules"": [
    {
      ""if"": [
        {""feature"": ""vy"", ""op"": ""<"", ""value"": -0.5},
        {""feature"": ""y"", ""op"": "">"", ""value"": 0.2}
      ],
      ""then"": 2
    },
    {
      ""if"": [
        {""feature"": ""theta"", ""op"": "">"", ""value"": 0.1}
      ],
      ""then"": 3
    },
    {
      ""if"": [
        {""feature"": ""theta"", ""op"": ""<"", ""value"": -0.1}
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {""feature"": ""x"", ""op"": "">"", ""value"": 0.1}
      ],
      ""then"": 3
    },
    {
      ""if"": [
        {""feature"": ""x"", ""op"": ""<"", ""value"": -0.1}
      ],
      ""then"": 1
    }
  ],
  ""default_action"": 0,
  ""notes"": ""This initial policy is designed based on general principles of safe landing. The main engine is fired if the lander is descending too quickly. Orientation engines are used to correct the angle and horizontal position. As there are no previous policies, this policy is a baseline to observe initial behavior and collect data for future iterations.""
}"
42,-27.77861699280865,-115.72129408321061,0.7959115,1.2129444691695666,N/A
