episode,train_return,eval_return,epsilon,loss
1,-1685,-200.0,0.99604,1025.2876429788414
2,-1091,-200.0,0.99208,241.40218193352223
3,-2972,-200.0,0.98812,5.064376973696053
4,-1883,-200.0,0.98416,0.5101322893844917
5,-1487,-200.0,0.9802,0.054773794929496945
6,-1982,-200.0,0.97624,1.8997774330340327
7,-1883,-200.0,0.97228,4.831359292124398
8,-1883,-200.0,0.96832,1.3591710175015033
9,-2378,-200.0,0.96436,3.1955201034620404
10,-1784,-200.0,0.9604,0.780425058528781
11,-2873,-200.0,0.95644,0.1629048293735832
12,-2180,-200.0,0.95248,0.7602334438124672
13,-2279,-200.0,0.94852,1.18203998493962
14,-2081,-200.0,0.94456,0.5953223621496
15,-1190,-200.0,0.9406,0.8402337915683166
16,-1982,-200.0,0.93664,0.6661309913173318
17,-1487,-200.0,0.93268,0.5511265186360106
18,-1784,-200.0,0.92872,0.45913289825432
19,-2576,-200.0,0.92476,0.20863703127019106
20,-1091,-200.0,0.9208,0.06454137757886201
21,-1091,-200.0,0.91684,0.9151552085531875
22,-1685,-200.0,0.91288,0.137822301289998
23,-1586,-200.0,0.90892,0.7651830183342099
24,-2081,-200.0,0.90496,0.05674995428416878
25,-1982,-200.0,0.901,0.1522074947785586
26,-2477,-200.0,0.8970400000000001,0.2660294256079942
27,-1685,-200.0,0.89308,0.4458561207773164
28,-1685,-200.0,0.88912,0.42799543312750754
29,-1883,-200.0,0.88516,0.3385676458198577
30,-1784,-200.0,0.8812,0.6735761668998748
31,-2256,-200.0,0.87724,0.07739807743221352
32,-1685,-200.0,0.8732800000000001,0.6917138848593458
33,-2675,-200.0,0.86932,0.09007231551688165
34,-1685,-200.0,0.86536,0.24094894278561696
35,-2576,-200.0,0.8613999999999999,0.6372106114402414
36,-2477,-200.0,0.85744,0.32682328729890286
37,-1388,-200.0,0.85348,0.2159727623593062
38,-1071,-200.0,0.84952,0.13765054845975505
39,-1174,-200.0,0.84556,0.08934676906843063
40,-1487,-200.0,0.8416,0.19446618638932706
41,-2576,-200.0,0.8376399999999999,0.2868721202947199
42,-1190,-200.0,0.83368,0.2262286286894232
43,-2081,-200.0,0.82972,0.1695484889484942
44,-2180,-17.0,0.82576,0.09761442382354289
45,-1586,-200.0,0.8218,0.07787362915929406
46,-1982,-15.0,0.81784,0.06867369389394298
47,-1388,-13.0,0.8138799999999999,0.08040740931406617
