episode,train_return,eval_return,epsilon,loss
1,-1784,-200.0,0.99604,791.1185707261875
2,-1685,-200.0,0.99208,233.4622992055863
3,-1883,-200.0,0.98812,14.911664890609682
4,-3071,-200.0,0.98416,10.63654626148753
5,-1784,-200.0,0.9802,3.880606805132702
6,-1883,-200.0,0.97624,6.09578664320521
7,-2873,-200.0,0.97228,2.368276649801992
8,-2576,-200.0,0.96832,2.3916198545275256
9,-2873,-200.0,0.96436,0.8265811511082575
10,-1487,-200.0,0.9604,1.0396595387440175
11,-2576,-200.0,0.95644,1.3168149691494182
12,-2972,-200.0,0.95248,1.2366688140667974
13,-2279,-200.0,0.94852,0.43522936501540244
14,-3269,-200.0,0.94456,0.4350597899500281
15,-2378,-200.0,0.9406,0.07964482967741787
16,-2081,-200.0,0.93664,1.5223043534718455
17,-2279,-200.0,0.93268,0.8798940108157695
18,-2972,-200.0,0.92872,0.35133759343530985
19,-2873,-200.0,0.92476,0.4885766236344352
20,-2576,-200.0,0.9208,0.19033539085183293
21,-992,-200.0,0.91684,0.42579257374629376
22,-1487,-200.0,0.91288,0.21772351472172885
23,-2972,-200.0,0.90892,0.10875201280694455
24,-992,-200.0,0.90496,0.13981381443329155
25,-2279,-200.0,0.901,0.540856927158311
26,-1883,-200.0,0.8970400000000001,0.17797417615773156
27,-1982,-200.0,0.89308,0.14014826877973974
28,-1883,-200.0,0.88912,0.17287882164353505
29,-2576,-200.0,0.88516,0.13187639595475048
30,-1685,-200.0,0.8812,0.09126909620594233
31,-893,-200.0,0.87724,0.06833543985616415
32,-1190,-200.0,0.8732800000000001,0.11320138818584383
33,-1685,-200.0,0.86932,0.10260463855229318
34,-2081,-200.0,0.86536,0.056518337479792534
35,-1982,-200.0,0.8613999999999999,0.0764888504287228
36,-794,-200.0,0.85744,0.08463596496731043
37,-1883,-200.0,0.85348,0.0693093018932268
38,-893,-200.0,0.84952,0.08460465940413997
39,-1190,-200.0,0.84556,0.05976617774227634
40,-2279,-200.0,0.8416,0.06349592866376043
41,-2180,-200.0,0.8376399999999999,0.10977511498145759
42,-1487,-200.0,0.83368,0.12551550212316215
43,-1586,-200.0,0.82972,0.07994089650921524
44,-2081,-200.0,0.82576,0.0772777409804985
45,-2081,-200.0,0.8218,0.12471731930039823
46,-1388,-200.0,0.81784,0.10674570237286389
47,-1883,-200.0,0.8138799999999999,0.0746053449762985
48,-1190,-200.0,0.80992,0.0653857522085309
49,-893,-200.0,0.80596,0.06600530873518437
50,-278,-200.0,0.802,0.09787283539772033
51,-1487,-200.0,0.7980400000000001,0.13023197711445392
52,-1487,-200.0,0.79408,0.11882046290673315
53,-2378,-200.0,0.79012,0.09563267410732806
54,-2180,-200.0,0.78616,0.07681388257071375
55,-1388,-200.0,0.7822,0.08182111521251499
56,-1883,-200.0,0.77824,0.09210940505377949
57,-1883,-200.0,0.77428,0.6497779082832857
58,-1388,-200.0,0.77032,0.4039347546175122
59,-596,-200.0,0.76636,0.19836087995674462
60,-1091,-200.0,0.7624,0.05521881211083382
61,-1289,-200.0,0.75844,0.061556564804632216
62,-1586,-200.0,0.75448,0.08290507411584258
63,-695,-200.0,0.75052,0.07900389889255166
64,-1091,-200.0,0.74656,0.1460630926769227
65,-1685,-200.0,0.7425999999999999,0.102928809504956
66,-1190,-200.0,0.73864,0.05179428216535598
67,-1784,-200.0,0.73468,0.07328733346890658
68,-140,-200.0,0.73072,0.074716728316938
69,-487,-200.0,0.72676,0.06487422468202127
70,-2477,-200.0,0.7228,0.09371221187524498
71,-2180,-200.0,0.71884,0.12835220065899194
72,-1784,-13.0,0.71488,0.2502125914860517
