episode,train_return,eval_return,epsilon,loss
1,-1685,-200.0,0.99604,834.0583649824063
2,-1883,-200.0,0.99208,156.9229858341813
3,-1289,-200.0,0.98812,19.151147223003207
4,-1784,-200.0,0.98416,8.01936292196624
5,-1487,-200.0,0.9802,3.0185451376251877
6,-1784,-200.0,0.97624,7.527971654920838
7,-1289,-200.0,0.97228,7.645346703021787
8,-1487,-200.0,0.96832,4.720239051165991
9,-539,-200.0,0.96436,1.6913065091036
10,-1190,-200.0,0.9604,3.05461073404178
11,-2477,-200.0,0.95644,1.3689501876942813
12,-2378,-200.0,0.95248,0.28373789636883884
13,-2279,-200.0,0.94852,0.15942491872701794
14,-1289,-200.0,0.94456,0.19752446934580803
15,-2873,-15.0,0.9406,0.34852416791021823
16,-992,-200.0,0.93664,1.2839544875826687
17,-1883,-200.0,0.93268,2.8406499859318135
18,-2180,-200.0,0.92872,1.7857211065292358
19,-2279,-200.0,0.92476,0.788607912720181
20,-1289,-200.0,0.9208,0.7381684289686382
21,-3071,-15.0,0.91684,0.2182239689072594
22,-1685,-200.0,0.91288,0.12709750870708375
23,-1487,-200.0,0.90892,0.10169644840061665
24,-1487,-15.0,0.90496,0.8259904107032344
25,-1388,-200.0,0.901,0.6914373747794889
26,-1982,-15.0,0.8970400000000001,1.8371091172331944
27,-1487,-13.0,0.89308,0.06420547395711765
