episode,train_return,eval_return,epsilon,loss
1,-1685,-200.0,0.99604,745.7412786764048
2,-2675,-389.9,0.99208,769.4713624954223
3,-2081,-233.66,0.98812,839.3650229644776
4,-1784,-200.0,0.98416,642.6907471466064
5,-1388,-200.0,0.9802,666.5259760284424
6,-1685,-200.0,0.97624,557.7532741546631
7,-596,-200.0,0.97228,566.9108693313599
8,-1883,-208.91,0.96832,531.3005174827575
9,-2081,-206.93,0.96436,479.2017859172821
10,-2180,-225.74,0.9604,503.2527969741821
11,-1982,-227.72,0.95644,506.3430360794067
12,-1883,-220.79,0.95248,519.8280670547485
13,-2774,-200.0,0.94852,561.0625196838379
14,-1487,-200.0,0.94456,544.3889661216735
15,-1091,-200.0,0.9406,538.7814664459229
16,-2279,-384.14,0.93664,505.3947389602661
17,-2873,-219.8,0.93268,552.6088845443726
18,-1190,-213.88,0.92872,538.5780426025391
19,-2378,-200.0,0.92476,561.161408033371
20,-2774,-200.0,0.9208,564.9073203277588
21,-2576,-200.0,0.91684,558.04020154953
22,-2477,-143.09,0.91288,578.7769624328613
23,-1190,-191.93,0.90892,575.1455403137207
24,-1784,-206.91,0.90496,545.9465222167969
25,-1289,-228.62,0.901,574.198684463501
26,-2279,-204.95,0.8970400000000001,580.0479119491578
27,-2477,-246.23,0.89308,572.1867566847801
28,-1784,-202.34,0.88912,582.1572184371948
29,-1784,-219.36,0.88516,555.0009396362304
30,-1982,-200.0,0.8812,580.9220311927795
31,-2180,-213.51,0.87724,570.4346050262451
32,-992,-241.76,0.8732800000000001,546.2309305250644
33,-2378,-200.0,0.86932,557.2909635162354
34,-1586,-390.08,0.86536,552.4469494628906
35,-1586,-285.63,0.8613999999999999,518.0288641357422
36,-2279,-202.97,0.85744,561.5020179748535
37,-695,-200.0,0.85348,557.8942637252808
38,-3170,-287.15,0.84952,565.7806677246094
39,-992,-214.85,0.84556,560.0326167297363
40,-1190,-268.05,0.8416,558.2124667739868
41,-497,-197.65,0.8376399999999999,544.8736877250672
42,-2279,-200.0,0.83368,519.2669897460937
43,-1190,-205.94,0.82972,553.0437036132812
44,-2972,-185.14,0.82576,550.825817527771
45,-1685,-200.0,0.8218,566.8381197357178
46,-1883,-270.21,0.81784,530.4952628707886
47,-1685,-194.7,0.8138799999999999,537.0025305175782
48,-1289,-200.0,0.80992,522.5294186401367
49,-1091,-200.0,0.80596,559.1606394195557
50,-397,-167.59,0.802,516.0528150939941
51,-1487,-186.01,0.7980400000000001,551.6166585159302
52,-1569,-210.06,0.79408,538.406506147541
53,-1586,-193.81,0.79012,499.5770889282227
54,-1487,-200.99,0.78616,498.3263632583618
55,-992,-194.86,0.7822,519.5365159416199
56,-1388,-204.12,0.77824,533.6317524719238
57,-2675,-192.3,0.77428,547.4681133079529
58,-1487,-200.0,0.77032,517.563941116333
59,-1487,-188.58,0.76636,496.9867625808716
60,-1091,-200.0,0.7624,525.5906283187866
61,-1190,-314.84,0.75844,509.3142911338806
62,-1784,-200.0,0.75448,506.9789940452576
63,-992,-200.0,0.75052,521.1172512677311
64,-1388,-205.94,0.74656,524.0404811859131
65,-1883,-201.98,0.7425999999999999,476.4134615802765
66,-1289,-203.57,0.73864,522.534318113327
67,-2279,-226.73,0.73468,512.1510746002198
68,-438,-204.95,0.73072,493.96917064477367
69,-1487,-228.71,0.72676,510.31450618743895
70,-992,-204.68,0.7228,477.8362377166748
71,-1289,-223.03,0.71884,497.2733250808716
72,-1586,-308.28,0.71488,465.0273419952393
73,-1685,-209.66,0.71092,473.70186138153076
74,-1388,-218.18,0.70696,453.5059420585632
75,-1349,-200.0,0.7030000000000001,473.3107543376662
76,-1685,-222.48,0.69904,435.89380252838134
77,-1487,-272.04,0.69508,456.5471407032013
78,-1388,-141.79,0.69112,456.69261360824106
79,-1091,-200.99,0.68716,472.7417623138428
80,-1289,-200.0,0.6832,472.7554505729675
81,-893,-200.99,0.6792400000000001,444.0295503616333
82,-497,-110.13,0.67528,433.07189170837404
83,-1982,-214.13,0.6713199999999999,421.66184165954587
84,-1289,-187.66,0.66736,414.95090570449827
85,-695,-220.6,0.6634,410.6537389373779
86,-1388,-200.99,0.65944,412.87730249404905
87,-1487,-175.58,0.6554800000000001,417.4031530189514
88,-1091,-168.09,0.6515200000000001,415.2396006393433
89,-1487,-167.47,0.64756,428.8953175163269
90,-992,-200.99,0.6436,387.3495847225189
