episode,train_return,eval_return,epsilon,loss
1,-1982,-905.87,0.99604,628.9039175234115
2,-2378,-506.9,0.99208,700.1391353607178
3,-1685,-205.94,0.98812,676.5862284755707
4,-1982,-200.0,0.98416,610.6378895187378
5,-2378,-200.0,0.9802,661.0852283477783
6,-1784,-200.0,0.97624,603.2009957122802
7,-2180,-200.0,0.97228,615.3611917114258
8,-2576,-200.0,0.96832,598.4247965240479
9,-1685,-200.0,0.96436,581.6476489639282
10,-893,-200.0,0.9604,588.7884160614013
11,-2081,-200.0,0.95644,591.7587875747681
12,-2576,-200.0,0.95248,604.2231785011292
13,-1883,-200.0,0.94852,593.7766793060302
14,-2576,-200.0,0.94456,598.9498708724975
15,-1289,-200.0,0.9406,605.719919052124
16,-1883,-200.0,0.93664,590.5466128921508
17,-1784,-200.0,0.93268,607.2390049743652
18,-2279,-200.0,0.92872,626.864454574585
19,-1784,-300.98,0.92476,576.1886822891236
20,-1982,-218.81,0.9208,570.1749143218995
21,-2180,-299.0,0.91684,590.5304012489319
22,-1091,-236.63,0.91288,605.8468174743653
23,-1586,-245.54,0.90892,589.9891864055395
24,-1586,-200.0,0.90496,546.9967602157593
25,-1190,-284.15,0.901,590.8332804107666
26,-3071,-314.84,0.8970400000000001,547.9043780517578
27,-1685,-290.09,0.89308,581.456109237671
28,-1388,-206.93,0.88912,588.7639664840698
29,-1685,-277.22,0.88516,536.1107918930054
30,-1289,-248.51,0.8812,559.5002656555175
31,-1455,-206.93,0.87724,554.6804541633243
32,-3566,-200.0,0.8732800000000001,551.2467091941834
33,-1685,-200.0,0.86932,580.2359977722168
34,-1685,-200.0,0.86536,579.6591019254923
35,-2972,-200.0,0.8613999999999999,557.1645072174073
36,-1289,-200.0,0.85744,566.8844734954833
37,-2081,-200.0,0.85348,557.8648113441467
38,-2081,-200.0,0.84952,568.5606929397583
39,-1685,-182.13,0.84556,571.0106141281128
40,-1982,-194.86,0.8416,596.237108001709
41,-1685,-200.0,0.8376399999999999,571.5950480651856
42,-1586,-200.0,0.83368,573.4784976196289
43,-1586,-187.08,0.82972,546.265047416687
44,-1289,-194.6,0.82576,583.1814776802063
45,-2081,-279.15,0.8218,575.2587876701355
46,-1289,-249.95,0.81784,572.0680319976807
47,-1289,-219.52,0.8138799999999999,542.2307675552369
48,-1289,-200.0,0.80992,545.9635021018981
49,-794,-118.66,0.80596,546.0372360610962
50,-1586,-217.42,0.802,562.4951337051392
51,-1586,-175.28,0.7980400000000001,536.5090880584717
52,-2873,-200.0,0.79408,534.3685180282592
53,-1388,-243.01,0.79012,504.70725753784177
54,-1487,-200.0,0.78616,552.9111013376713
55,-1784,-241.58,0.7822,532.0075820159913
56,-1289,-207.45,0.77824,530.0154221725464
57,-2972,-203.96,0.77428,494.9255948257446
58,-1190,-203.96,0.77032,503.46806011199953
