episode,train_return,eval_return,epsilon,loss
1,0.0,0.0,0.99604,nan
2,0.0,0.0,0.99208,nan
3,0.0,0.0,0.98812,nan
4,0.0,0.0,0.98416,nan
5,0.0,0.0,0.9802,0.05817987583577633
6,0.0,0.0,0.97624,0.015377252495714597
7,0.0,0.0,0.97228,0.01947610005736351
8,0.0,0.0,0.96832,0.018056960155566532
9,0.0,0.1,0.96436,0.01884487234055996
10,0.0,0.1,0.9604,0.020069291090799704
11,0.0,0.3,0.95644,0.01233223049590985
12,0.0,0.1,0.95248,0.028949923847836477
13,0.0,0.1,0.94852,0.03827085602097213
14,0.0,0.1,0.94456,0.043492314964532854
15,0.0,0.1,0.9406,0.0480056389101914
16,0.0,0.1,0.93664,0.04834395041689277
17,0.0,0.3,0.93268,0.043129423899309974
18,0.0,0.0,0.92872,0.03979201149195433
19,0.0,0.0,0.92476,0.0420466349883513
20,0.0,0.0,0.9208,0.042497272204075544
21,0.0,0.1,0.91684,0.06593668311834336
22,0.0,0.0,0.91288,0.04407631349749863
23,0.0,0.2,0.90892,0.059577215364889094
24,0.0,0.3,0.90496,0.06346060211459796
25,0.0,0.5,0.901,0.04338622382945485
26,0.0,0.5,0.8970400000000001,0.049346299221118294
27,0.0,0.3,0.89308,0.049515019791821636
28,0.0,0.3,0.88912,0.04732033693128162
29,0.0,0.2,0.88516,0.04647697415202856
30,0.0,0.2,0.8812,0.03748770368595918
31,0.0,0.4,0.87724,0.05016560237854719
32,0.0,0.4,0.8732800000000001,0.039182428270578384
33,0.0,0.2,0.86932,0.042549231400092445
34,0.0,0.2,0.86536,0.03260558284819126
35,0.0,0.2,0.8613999999999999,0.04400104656815529
36,0.0,0.4,0.85744,0.03277110603327552
37,0.0,0.4,0.85348,0.02715088427066803
38,0.0,0.2,0.84952,0.03638602998107672
39,0.0,0.3,0.84556,0.033720833947882056
40,0.0,0.6,0.8416,0.027198802516795694
