episode,train_return,eval_return,epsilon,loss,llm1_full_response,llm2_full_response
1,14.0,9.2,0.998845,nan,N/A,N/A
2,31.0,9.2,0.9962875,nan,N/A,N/A
3,12.0,9.2,0.9952975,nan,N/A,N/A
4,62.0,9.2,0.9901825,nan,N/A,N/A
5,14.0,9.2,0.9890275,nan,N/A,N/A
6,45.0,9.2,0.985315,nan,N/A,N/A
7,28.0,9.2,0.983005,nan,N/A,N/A
8,16.0,9.2,0.981685,nan,N/A,N/A
9,24.0,9.2,0.979705,nan,N/A,N/A
10,34.0,9.2,0.9769,nan,N/A,N/A
11,23.0,9.2,0.9750025,nan,N/A,N/A
12,18.0,9.2,0.9735175,nan,N/A,N/A
13,13.0,9.2,0.972445,nan,N/A,N/A
14,36.0,9.2,0.969475,nan,N/A,N/A
15,22.0,9.2,0.96766,nan,N/A,N/A
16,31.0,9.2,0.9651025,nan,N/A,N/A
17,17.0,9.2,0.9637,nan,N/A,N/A
18,32.0,9.2,0.96106,nan,N/A,N/A
19,52.0,48.82,0.95677,0.2010975480079651,N/A,N/A
