episode,train_return,eval_return,epsilon,loss,llm1_full_response,llm2_full_response
1,-119.64709064330998,-419.17604475884247,0.9942085,nan,N/A,N/A
2,-327.4315690434396,-419.17604475884247,0.989407,nan,N/A,N/A
3,-223.64414357811927,-419.17604475884247,0.9853975,nan,N/A,N/A
4,-203.2516574753373,-419.17604475884247,0.9814375,nan,N/A,N/A
5,-415.24998766618154,-419.17604475884247,0.977131,nan,N/A,N/A
6,-78.97403932910771,-653.7010909334755,0.972379,2.225677490234375,N/A,N/A
7,-8.698272271610449,-625.2994132814823,0.968221,2.6626501083374023,N/A,N/A
8,-197.63114398708558,-623.0884829799295,0.9638155,2.0170700550079346,N/A,N/A
9,-241.51184329210406,-593.3178513550517,0.960202,2.9638071060180664,N/A,N/A
10,-103.05633230066958,-613.1007977792096,0.9547075,1.4621398448944092,N/A,N/A
11,-99.40073350495554,-294.2395597727569,0.948223,2.363253593444824,N/A,N/A
12,-355.72515638871926,-380.4042053259358,0.943372,0.7272119522094727,N/A,N/A
13,-205.46366423281938,-335.21970066801975,0.9372834999999999,1.2613134384155273,N/A,N/A
14,-260.84672117538867,-320.58952757930746,0.93169,0.9948190450668335,N/A,N/A
15,-110.94352143978273,-298.7238894929397,0.925156,1.9689503908157349,N/A,N/A
16,-128.85321594060352,-297.0012795959468,0.9217405,1.2609444856643677,N/A,N/A
17,-495.7039718654462,-256.6072828991573,0.9174835,1.5414544343948364,N/A,N/A
18,-126.02805067334606,-259.6256724007416,0.913672,0.36757996678352356,N/A,N/A
19,-98.49942090557582,-237.43963855254842,0.908227,2.6001603603363037,N/A,N/A
