episode,train_return,eval_return,epsilon,loss
1,0.0,0.0,0.99604,nan
2,0.0,0.0,0.99208,nan
3,0.0,0.0,0.98812,nan
4,0.0,0.0,0.98416,0.26138569712638854
5,0.0,0.0,0.9802,0.10071637026137775
6,0.0,0.0,0.97624,0.03301856507148061
7,0.0,0.0,0.97228,0.023123095743358135
8,0.0,0.0,0.96832,0.013194911181926727
9,0.0,0.0,0.96436,0.025221011069204127
10,0.0,0.0,0.9604,0.015283354930579663
11,0.0,0.0,0.95644,0.01061042103295525
12,0.0,0.0,0.95248,0.004192711970641871
13,0.0,0.0,0.94852,0.001976650324650109
14,0.0,0.0,0.94456,0.004054980837584783
15,0.0,0.0,0.9406,0.0038347629251802573
16,0.0,0.0,0.93664,0.0027438680602548025
17,0.0,0.0,0.93268,0.001971805325592868
18,0.0,0.0,0.92872,0.0007422072958434001
19,0.0,0.0,0.92476,0.0024350073963432806
20,0.0,0.0,0.9208,0.006082714028057775
21,0.0,0.0,0.91684,0.003638534661149606
22,0.0,0.0,0.91288,0.003494015531032346
23,0.0,0.0,0.90892,0.004936286137672141
24,0.0,0.0,0.90496,0.00787061802111566
25,0.0,0.0,0.901,0.0035534625290893017
26,0.0,0.0,0.8970400000000001,0.003299315542487117
27,0.0,0.0,0.89308,0.0034491555221999684
28,0.0,0.0,0.88912,0.002127766053573313
29,0.0,0.0,0.88516,0.0015794290908767532
30,0.0,0.0,0.8812,0.0008295580310831693
31,0.0,0.0,0.87724,0.0008949944992006446
32,0.0,0.0,0.8732800000000001,0.0004406471212860197
33,0.0,0.0,0.86932,0.0005915959132835269
34,0.0,0.0,0.86536,0.0005458053783513606
35,0.0,0.0,0.8613999999999999,0.0005679055175278336
36,0.0,0.0,0.85744,0.00033609763534817223
37,0.0,0.0,0.85348,0.0007806341964169405
38,0.0,0.0,0.84952,0.00045593358518090097
39,0.0,0.0,0.84556,0.0002090976522595156
40,0.0,0.0,0.8416,0.0001048931965973073
41,0.0,0.0,0.8376399999999999,0.00011306780189360407
42,0.0,0.0,0.83368,0.00014367867697728798
43,0.0,0.0,0.82972,7.912132823548746e-05
44,0.0,0.0,0.82576,0.0001167285493769062
45,0.0,0.0,0.8218,0.00028924881674659747
46,0.0,0.0,0.81784,0.00023380783168249763
47,0.0,0.0,0.8138799999999999,0.0017707256588437303
48,0.0,0.0,0.80992,0.0010694231707020663
49,0.0,0.0,0.80596,0.0024257420300273225
50,0.0,0.0,0.802,0.0009082692309415766
51,0.0,0.0,0.7980400000000001,0.00031237130315275863
52,0.0,0.0,0.79408,0.00027024735245504414
53,0.0,0.0,0.79012,0.000307521979266312
54,0.0,0.0,0.78616,0.00015234784603473435
55,1.0,0.0,0.7822,0.0005346911742750448
56,0.0,0.0,0.77824,0.0031704201610409655
57,0.0,0.0,0.77428,0.0002197850326410844
58,0.0,0.0,0.77032,0.00023682750907028094
59,0.0,0.0,0.76636,0.0014660742417618167
60,0.0,0.0,0.7624,0.0002393740889436396
61,0.0,0.0,0.75844,0.0011122492643254292
62,0.0,0.0,0.75448,0.0003683690170873888
63,0.0,0.0,0.75052,0.0004379240141899668
64,0.0,0.0,0.74656,0.00035246327752247453
65,0.0,0.0,0.7425999999999999,0.0007476741965446207
66,0.0,0.0,0.73864,0.0004257669497746974
67,0.0,1.0,0.73468,0.0012535571461609965
