episode,train_return,eval_return,epsilon,loss
1,-88.73546129465107,-73.07673772990702,0.99525,0.04284079735696329
2,-86.69019843935969,-77.98216648906468,0.9905,0.02227503846253967
3,-87.90576208829876,-88.36321010649203,0.98575,0.009518386343261227
4,-86.05013843178746,-88.36321010649203,0.981,0.004229882674553665
5,-88.8234731674194,-70.93400765357306,0.97625,0.0015236203082167777
6,-84.65272208303213,-70.98815759035868,0.9715,0.0003935054525209125
7,-86.45589602589605,-70.66929632093525,0.96675,0.00034746004232147245
8,-87.30404260158537,-70.77795736197731,0.962,0.00030998648024251453
9,-87.63380625247953,-70.99943081065308,0.95725,0.0002937208017829107
10,-88.70393196940428,-70.53808045545011,0.9525,0.00021390139303548495
11,-86.8523805379867,-70.53808045545011,0.94775,0.00014031759683348356
12,-88.24967549741262,-70.53808045545011,0.9430000000000001,0.0001236203749795095
13,-87.24949980378148,-70.53808045545011,0.93825,0.00012375396398056182
14,-85.70512908259406,-70.53808045545011,0.9335,0.00013154166730600992
15,-85.23339175283911,-69.28426576259895,0.92875,0.0001733652069378877
16,-83.72428548485045,-69.08000277397456,0.924,0.00020128704520175233
17,-87.96988191604616,-69.90295866604313,0.91925,0.00024240911865490487
18,-87.16338107585906,-70.33988267683307,0.9145,0.00025618144420150204
19,-84.33443394303323,-70.41971333737835,0.9097500000000001,0.00027760700726503273
20,-86.4127281963825,-70.41971333737835,0.905,0.0002223768739349907
21,-38.228078478761006,-70.53808045545011,0.90025,0.008001511239926913
22,-85.47855353355408,-70.53808045545011,0.8955,0.024290778172871796
23,-85.99550313949588,-47.0512232673494,0.89075,0.019298772702750284
24,-88.21342669129372,-88.36321010649203,0.886,0.01846132836479228
25,-85.65226784348488,-5.9752949926699594,0.88125,0.01862194064335199
26,-84.69886544644827,-70.92010395239457,0.8765000000000001,0.017990699184592812
27,-29.24654144663366,-70.53808045545011,0.87175,0.020754112540744246
28,-87.2482355296612,-7.8149330349906965,0.867,0.04457623409165535
29,-86.76233513951306,-88.36321010649203,0.86225,0.03893571636872366
30,-86.75269472599031,-61.36543940447623,0.8575,0.037792282155132854
31,-85.85323121547705,-15.541419703733421,0.85275,0.03378415132989176
32,-85.91597885265939,174.6026207819488,0.848,0.03445513366837986
