episode,train_return,eval_return,epsilon,loss
1,-87.74042586088179,-73.4101315078139,0.99525,0.03937317113013705
2,-89.45813302397728,-70.32892326530072,0.9905,0.01937875162839191
3,-88.10162580013275,-85.83791666746137,0.98575,0.00837091799126938
4,-88.03415294289591,-88.36911493301389,0.981,0.0037581263424362986
5,-86.0991125136614,-44.3919368122623,0.97625,0.0016959817446331727
6,-85.64961648825555,-70.26562768336387,0.9715,0.0003593063352855097
7,-88.14011033177367,-70.26562768336387,0.96675,0.00017796178130083718
8,-86.50743233561522,-70.26562768336387,0.962,0.00012227615417941706
9,-87.05016123652456,-70.26562768336387,0.95725,8.534475066880987e-05
10,-87.80813177824017,-70.26562768336387,0.9525,5.783904219242686e-05
11,-87.35088137984282,-70.26562768336387,0.94775,5.599349995463854e-05
12,-87.68428075909615,-70.26562768336387,0.9430000000000001,5.053853494246141e-05
13,-86.75897879004474,-70.26562768336387,0.93825,4.9793840339589224e-05
14,-85.82754735909397,-70.26562768336387,0.9335,4.734263026875851e-05
15,-85.76049635112287,-70.26562768336387,0.92875,5.002739571864367e-05
16,-84.69213023185728,-70.26562768336387,0.924,4.7133441885307544e-05
17,-84.44260520935059,-70.26562768336387,0.91925,5.4066009215603114e-05
18,-83.3603772938251,-70.26562768336387,0.9145,7.306400875677355e-05
19,-43.869985262083325,-70.26562768336387,0.9097500000000001,0.0037249208835964964
20,-86.88701367378236,-70.26562768336387,0.905,0.025693305063759907
21,-88.47527226805686,-71.35753373658868,0.90025,0.024469475917285308
22,-84.55050370395188,-88.36125414431093,0.8955,0.023393411709112116
23,-87.75131015777583,-70.26562768336387,0.89075,0.024332010705838913
24,-87.62189182639122,-75.643996953126,0.886,0.02162447460636031
25,-83.81818797793238,-12.770509939371017,0.88125,0.014516763265128248
26,-87.83184047937395,-70.26864848254715,0.8765000000000001,0.016931556059862487
27,-64.75009437198749,-88.36125414431093,0.87175,0.024235758431605064
28,-87.40948003530504,-60.89883532637731,0.867,0.023514549657120368
29,-86.00282819867128,-53.71898537770579,0.86225,0.02166059592971578
30,-85.73966964762658,-42.65521848678058,0.8575,0.01918206997332163
31,-85.86497120857237,-53.10433019894176,0.85275,0.022702823778963648
32,-86.45814498960966,-48.36612352751197,0.848,0.019385709930211305
33,-86.9800934314728,-46.59404451430244,0.84325,0.017136285764863715
34,-82.05645737014706,97.76285661933828,0.8385,0.019618820977630094
35,-84.74376454353335,140.51934022575364,0.83375,0.017674421515548603
36,-49.022157035022985,73.19272352829576,0.829,0.026321225150022654
37,-69.1816980868578,74.73924307513052,0.82425,0.028261340165045112
38,-2.6639796789619155,83.57155620107426,0.8195,0.04255911282729358
39,-56.27158245947212,132.82039719401678,0.81475,0.045339667969383296
40,-85.54867670238019,133.5345812078213,0.81,0.0528549786307849
41,-56.69143484495582,27.804350050557424,0.80525,0.059238495351746676
42,-51.33968915948643,93.51288107154426,0.8005,0.06394329886417836
43,-58.09736745738194,98.93631893573328,0.79575,0.07520298647228628
44,-8.553115292638537,98.25795413606333,0.791,0.07075715306214989
45,-63.65497603714466,139.17022408436983,0.78625,0.07773084404878318
46,-58.63567030117848,156.07090816702464,0.7815,0.08466944770887494
