episode,train_return,eval_return,epsilon,loss
1,-85.35434394776817,-88.09651410818097,0.99525,0.041372538653804976
2,-89.41861922740937,-88.19231291651724,0.9905,0.022096114077576202
3,-83.94263617955147,-69.80804575672374,0.98575,0.009321018617192749
4,-35.830699873459515,-70.77876721395413,0.981,0.053225746497628276
5,-87.35090673565861,-16.227288865912712,0.97625,0.10763370091910474
6,-86.4719401419162,-15.256015523643004,0.9715,0.08753841436235234
7,-87.8548246383667,-1.1044758324162078,0.96675,0.09102839766186661
8,-88.30191648006443,-65.06043305024272,0.962,0.06581234896671959
9,-88.4746781170368,-66.16420385980048,0.95725,0.060683200653875245
10,-84.63355533609865,8.546487140237641,0.9525,0.06874526928761043
11,-86.59078963994972,-64.86542999347668,0.94775,0.059277897529536855
12,-88.67511141300201,-22.241633231901808,0.9430000000000001,0.056587209292920305
13,-88.52991054654123,-12.090494819453452,0.93825,0.048024739469401535
14,-84.47227528663355,-2.7643607858661574,0.9335,0.04234858184237964
15,-88.8241919994354,-72.97627336989619,0.92875,0.04085234876256436
16,-88.68292123079297,-24.9592600047798,0.924,0.03921782720368355
17,-86.50240431576962,52.11906737804704,0.91925,0.03795251612900756
18,-87.24472419619563,-48.01999606665108,0.9145,0.02976829310064204
19,-88.24961593151087,117.2031845536793,0.9097500000000001,0.0370311984186992
20,-87.58234843611717,165.29580504302288,0.905,0.027535650052595884
