episode,train_return,eval_return,epsilon,loss
1,-69.9843516469467,-87.71008923113347,0.99525,0.10199833939687404
2,-86.58812931776045,-87.96182957649232,0.9905,0.1167154188407585
3,-88.49025055170061,-89.58860268473624,0.98575,0.07224089457886293
4,-87.64584219455719,-87.37537097752093,0.981,0.05249692384852096
5,-86.75612929463382,-89.14337214231492,0.97625,0.04769811746198684
6,-87.5606667935848,-83.95611114859581,0.9715,0.03753900703624822
7,-87.5416538834572,-82.80605150844201,0.96675,0.028954097430687397
8,-87.30881562829016,-68.02795335473493,0.962,0.022830550594371744
9,-86.57185128629213,-73.11279135853052,0.95725,0.024321412274730392
10,-86.23313692510123,33.3270518525584,0.9525,0.020808416284853592
11,-87.06851250678297,-11.664745303443647,0.94775,0.017905502418288963
12,-87.68308383822439,-7.2713905270399,0.9430000000000001,0.016590011920779944
13,-85.78482286632058,21.580467888864963,0.93825,0.014779734373441898
14,-84.423256272357,1.2458274362515573,0.9335,0.014310498614795506
15,-85.55431080162523,-51.87085867957563,0.92875,0.010843820376321674
16,-89.32644159793851,-46.88979887424703,0.924,0.011483051996328868
17,-87.12434630393987,-53.184708720505014,0.91925,0.00945714152912842
18,-44.56322270887906,-56.79812847996747,0.9145,0.016225273310556076
19,-86.42380528450009,103.68076675522657,0.9097500000000001,0.031092531412141397
20,-87.33166203498843,105.88837161429244,0.905,0.027082684070337565
21,-63.937037957273404,-6.833992981221515,0.90025,0.029954752621706576
22,-25.682943402230723,80.90064227164056,0.8955,0.044531589299440386
23,-89.07771212756637,38.79175374609586,0.89075,0.05494647374143824
24,-86.580315732956,112.56680605709803,0.886,0.04800190998474136
25,-84.52354979417287,148.6877734753661,0.88125,0.053843946373090146
26,-87.06383629441261,150.42312800470614,0.8765000000000001,0.05713592683896422
