episode,train_return,eval_return,epsilon,loss,llm_full_response
1,13.0,9.52,0.9989275,nan,N/A
2,25.0,9.52,0.996865,nan,N/A
3,36.0,9.52,0.993895,nan,N/A
4,37.0,9.52,0.9908425,nan,N/A
5,21.0,9.52,0.98911,nan,N/A
6,48.0,9.52,0.98515,nan,N/A
7,22.0,9.52,0.983335,nan,N/A
8,34.0,9.52,0.98053,nan,N/A
9,30.0,9.52,0.978055,nan,N/A
10,18.0,9.52,0.97657,nan,N/A
11,23.0,9.52,0.9746725,nan,N/A
12,9.0,9.52,0.97393,nan,N/A
13,15.0,9.52,0.9726925,nan,N/A
14,14.0,9.52,0.9715374999999999,nan,N/A
15,15.0,9.52,0.9703,nan,N/A
16,24.0,9.52,0.96832,nan,N/A
17,12.0,9.52,0.96733,nan,N/A
18,45.0,9.52,0.9636175,nan,N/A
19,17.0,9.52,0.962215,nan,N/A
20,46.0,9.52,0.95842,0.5150061771273613,N/A
21,13.0,9.52,0.9573475,0.4120871310050671,N/A
22,39.0,9.54,0.95413,0.16760588169862062,N/A
23,24.0,16.92,0.95215,0.03416764340363443,N/A
24,12.0,32.52,0.95116,0.021728967626889546,N/A
25,10.0,12.7,0.950335,0.018873887974768876,N/A
26,21.0,9.64,0.9486025,0.015153586731425353,N/A
27,17.0,9.52,0.9472,0.010559449574964888,N/A
28,22.0,9.52,0.945385,0.008267602661031891,N/A
29,17.0,9.52,0.9439825,0.008558143752024454,N/A
30,17.0,9.16,0.94258,0.010837493738269104,N/A
31,12.0,9.16,0.94159,0.01205982593819499,N/A
32,21.0,9.16,0.9398575,0.011649623779313905,N/A
33,82.0,9.16,0.9330925,0.016833690915075018,N/A
34,25.0,9.16,0.93103,0.020057253483682872,N/A
35,23.0,9.16,0.9291325,0.02273906050654857,N/A
36,12.0,9.16,0.9281425,0.02847156145920356,N/A
37,16.0,9.16,0.9268225,0.031767677690368146,N/A
38,39.0,9.16,0.923605,0.03523383471064079,N/A
39,20.0,9.16,0.921955,0.03319113990291953,N/A
40,12.0,9.16,0.920965,0.03817584707091252,N/A
41,10.0,9.16,0.92014,0.033395927771925925,"{
  ""policy_type"": ""rules"",
  ""name"": ""policy_ep_40"",
  ""rules"": [
    {""if"": [{""feature"": ""theta"", ""op"": ""<"", ""value"": -0.05}], ""then"": 1},
    {""if"": [{""feature"": ""theta"", ""op"": "">"", ""value"": 0.05}], ""then"": 0},
    {""if"": [{""feature"": ""omega"", ""op"": ""<"", ""value"": -0.5}], ""then"": 1},
    {""if"": [{""feature"": ""omega"", ""op"": "">"", ""value"": 0.5}], ""then"": 0}
  ],
  ""default_action"": 0,
  ""notes"": ""Since there were no previous policies to reference, this policy is designed to react to significant deviations in pole angle and angular velocity, which are critical for balancing. The policy aims to push the cart in the direction that counteracts the pole's fall. The thresholds are chosen to ensure that minor deviations are ignored, allowing the DQN agent to explore these states more thoroughly.""
}"
42,12.0,9.2,0.91915,0.04821188049390912,N/A
43,15.0,10.0,0.9179125,0.04915994976957639,N/A
44,10.0,9.2,0.9170875,0.043018445000052453,N/A
45,9.0,9.2,0.916345,0.047389956605103284,N/A
46,12.0,9.2,0.915355,0.05156378525619706,N/A
47,9.0,9.3,0.9146125,0.05936851600805918,N/A
